Match Score (%),Recommendation,Title,Company,Company Type,Modality,Salary,Salary Type,Interview Difficulty (0-100),Location,Has Full JD,Pros,Cons / Risks,AI Reasoning,URL,Posted,Scanned At
45,MAYBE / REVIEW,Software Engineer Microservices (m/f/d),SOFICO,SME,Hybrid,"35,000€ - 42,000€",Estimated,60,Madrid (Hybrid),No,• Microservices specialization matches candidate profile,"• Hybrid presence in Madrid
• Salary slightly below product target
• Detailed job description missing","Good microservices tech stack match, but hybrid modality lowers appeal against full remote opportunities.",N/A,2 weeks ago,2026-08-11T20:18:58.667Z
45,MAYBE / REVIEW,Java Backend Engineer,BME | Bolsas y Mercados Españoles,Scaleup,Hybrid,"38,000€ - 45,000€",Estimated,65,Madrid (Hybrid),No,"• Financial market infrastructure domain
• Solid Java backend stack","• Hybrid presence required in Madrid
• Conflict with 100% remote preference
• Detailed job description missing","Prestigious financial employer, but hybrid modality in Madrid conflicts with candidate's preference for full remote flexibility.",N/A,4 days ago,2026-08-11T20:18:58.667Z
45,MAYBE / REVIEW,Backend Engineer,Freenow,Scaleup,Hybrid,"42,000€ - 52,000€",Estimated,70,Barcelona (Hybrid),No,"• Mobility scaleup product company
• Java/Kotlin microservices stack, good salary","• Hybrid presence in Barcelona office
• Candidate based in Madrid or seeking full remote
• Detailed job description missing","Strong product engineering role with competitive salary, but hybrid requirement in Barcelona poses a location mismatch.",N/A,3 hours ago,2026-08-11T20:18:58.667Z
35,REJECT,Backend Engineer JAVA / Spring Boot - HYBRID MADRID,UST,Consulting,Hybrid,"34,000€ - 40,000€",Estimated,55,Madrid,No,• Java and Spring Boot stack,"• Explicit Hybrid requirement in Madrid
• Consultancy firm with typical below-target salaries
• Detailed job description missing",Combines two main red flags: hybrid physical presence in Madrid and Spanish consulting environment with subpar target pay.,N/A,2 weeks ago,2026-08-11T20:18:58.667Z
35,REJECT,Software Development Engineer II,Expedia Group,Scaleup,Onsite,"45,000€ - 55,000€",Estimated,70,Madrid (On-site),No,"• SDE II title perfectly fits mid-level experience
• Top global product company with Java/AWS tech stack","• Mandatory Onsite requirement in Madrid
• Violates 100% remote work preference
• Detailed job description missing","Although the company and technical level are ideal, the mandatory onsite requirement in Madrid violates the core candidate preference for remote work.",N/A,2 hours ago,2026-08-11T20:18:58.666Z
35,REJECT,Backend Software Engineer,Huspy,Startup,Onsite,"40,000€ - 50,000€",Estimated,65,Madrid (On-site),No,"• High growth real estate tech product
• Good salary for mid-level engineer","• Mandatory Onsite presence in Madrid office
• Violates remote work requirement
• Detailed job description missing","Huspy is an attractive product startup, but compulsory onsite presence in Madrid conflicts directly with the candidate's remote requirement.",N/A,1 month ago,2026-08-11T20:18:58.666Z
30,REJECT,Software Engineer III,Expedia Group,Scaleup,Onsite,"50,000€ - 65,000€",Estimated,75,Madrid (On-site),No,"• Global product tech company
• Competitive salary","• Mandatory Onsite in Madrid
• SE III usually demands 5+ years experience
• Detailed job description missing",Higher seniority title paired with mandatory onsite working in Madrid makes this an unsuitable match against remote candidate preferences.,N/A,6 days ago,2026-08-11T20:18:58.667Z
30,REJECT,Java Software Engineer (Remote in Scotland),ATPCO,SME,Remote,"40,000£ - 52,000£",Estimated,65,"Scotland, United Kingdom (Remote)",No,• Java tech stack alignment,"• Strict location restriction to Scotland (UK resident required)
• Candidate is based in Spain
• Detailed job description missing",Explicit local residency requirement in Scotland makes this role geographically unsuitable despite being remote within the UK.,N/A,2 weeks ago,2026-08-11T20:18:44.291Z
15,REJECT,Intermediate Java Software Engineer,Version 1,Consulting,,"45,000£ - 55,000£",Estimated,65,London,No,• Intermediate level matches ~3.5 years experience,"• London location without confirmed full remote status
• UK consulting company
• Detailed job description missing",Located in London without guaranteed remote arrangement. Onsite/hybrid requirements outside Spain/Switzerland are red flags.,N/A,2 weeks ago,2026-08-11T20:18:49.980Z
10,REJECT,Junior / Mid-level Java Software Developer,Tricast Ltd,SME,Hybrid,"20,000€ - 28,000€",Estimated,40,Győr (Hybrid),No,• Fits junior-mid Java experience,"• Hybrid role located in Győr, Hungary
• Non-remote outside Spain/Switzerland is a strict red flag
• Detailed job description missing",Hybrid position in Hungary. Violates the candidate's core preference for 100% remote work or Switzerland relocation.,N/A,2 months ago,2026-08-11T20:18:49.980Z
10,REJECT,Software Engineer (Java),FindingVega,Consulting,Hybrid,"45,000€ - 55,000€",Estimated,60,Dublin (Hybrid),No,• Java stack role,"• Hybrid presence required in Dublin, Ireland
• Non-remote outside Spain/Switzerland is a strict red flag
• Detailed job description missing",Hybrid requirement in Dublin violates candidate's strict preference for 100% remote work or relocation to Switzerland exclusively.,N/A,2 weeks ago,2026-08-11T20:18:49.980Z
0,REJECT,Senior Accountant - Controller (FR),idealista,Scaleup,Hybrid,"35,000€ - 45,000€",Estimated,10,Madrid (Hybrid),No,• Hybrid model in Madrid,"• Finance/accounting domain completely unrelated to software development
• Detailed job description missing","This role is for a senior financial accountant and controller, completely outside the software engineering domain. It offers zero technical alignment with the candidate's Java background.",N/A,1 week ago,2026-08-11T20:05:08.171Z
0,REJECT,Chargé(e) de relation client / prospection (français natif/bilingue),idealista,Scaleup,,"22,000€ - 28,000€",Estimated,10,Madrid,No,• Established product company,"• Completely unrelated non-technical customer service/sales role
• No software engineering skills involved
• Detailed job description missing","This posting is for a French customer relationship and sales role, which does not align with a backend software engineering career. It is completely outside the candidate's core stack and profile.",N/A,1 week ago,2026-08-11T20:05:08.171Z
0,REJECT,Atención al cliente con Italiano para Fines de Semana y Festivos,idealista,Scaleup,,"18,000€ - 22,000€",Estimated,10,Madrid,No,• Well-known company,"• Non-technical customer support position
• Requires Italian language skills and weekend shifts
• Detailed job description missing","This position is a part-time weekend customer support role requiring Italian, having no relevance to backend Java development. It is an immediate rejection based on profile mismatch.",N/A,1 week ago,2026-08-11T20:05:08.171Z
0,REJECT,Gestor de Hipotecas - Barcelona,idealista,Scaleup,Hybrid,"24,000€ - 30,000€",Estimated,10,Barcelona (Hybrid),No,• Hybrid position in Barcelona,"• Non-technical mortgage management role
• Detailed job description missing","Mortgage manager posting in Barcelona for idealista's mortgage branch, having no technical overlap with Java development. Reject immediately.",N/A,1 week ago,2026-08-11T20:05:08.172Z
0,REJECT,Key Account Manager (italian market),idealista,Scaleup,Hybrid,"30,000€ - 40,000€",Estimated,10,Madrid (Hybrid),No,• Account management responsibility,"• Sales management position
• Focus on Italian market sales
• Detailed job description missing","This position is for an account manager focusing on the Italian sales market, which does not involve any backend engineering. It is rejected.",N/A,2 weeks ago,2026-08-11T20:05:08.172Z
0,REJECT,Gestor Hipotecario - Málaga,idealista,Scaleup,Hybrid,"24,000€ - 30,000€",Estimated,10,Málaga (Hybrid),No,• Hybrid modality,"• Banking/mortgage advisor role
• Non-technical domain
• Detailed job description missing",This mortgage manager posting in Málaga belongs to financial operations rather than software development. It has zero match score.,N/A,1 week ago,2026-08-11T20:05:08.172Z
0,REJECT,Atención al Cliente bilingüe italiano - part time,idealista,Scaleup,,"12,000€ - 16,000€",Estimated,10,Madrid,No,• Part-time availability,"• Non-technical customer service job
• Requires bilingual Italian
• Detailed job description missing","A part-time customer support vacancy requiring Italian, completely irrelevant to a software engineer profile. Rejection is clear.",N/A,1 week ago,2026-08-11T20:05:08.172Z
0,REJECT,Comercial online,idealista,Scaleup,Hybrid,"22,000€ - 28,000€",Estimated,10,Málaga (Hybrid),No,• Hybrid work model in Málaga,"• Sales role
• Non-technical position
• Detailed job description missing","This posting is for an online sales representative in Málaga, completely distinct from backend engineering. It is an immediate reject.",N/A,2 weeks ago,2026-08-11T20:05:08.171Z
0,REJECT,Chargé(e) de relation client/prospection (français natif/bilingue),idealista,Scaleup,,"22,000€ - 28,000€",Estimated,10,Madrid,No,• Product company,"• Customer relations and sales position
• Requires native French
• Detailed job description missing",Duplicate scraping entry for a sales/customer management posting in French. It has no overlap with software development.,N/A,1 week ago,2026-08-11T20:05:08.171Z
0,REJECT,Fotógrafo/a Freelance - Mahón,idealista,Scaleup,Onsite,"20,000€ - 25,000€",Estimated,5,Madrid (On-site),No,• Freelance role,"• Onsite photography work in Menorca
• Non-technical
• Detailed job description missing",This vacancy is for local photography work in Mahón and has zero technical or professional relevance to a Java developer. It should be rejected.,N/A,1 week ago,2026-08-11T20:05:08.171Z
0,REJECT,Fotógrafo/a Freelance - Figueres,idealista,Scaleup,Onsite,"20,000€ - 25,000€",Estimated,5,Madrid (On-site),No,• Local freelance work,"• Onsite photography work
• Non-engineering position
• Detailed job description missing","This is a real estate photography vacancy in Figueres, entirely unrelated to software engineering. It must be rejected.",N/A,1 week ago,2026-08-11T20:05:08.171Z
0,REJECT,Diseñador/a de Virtual Home Staging - Freelance,idealista,Scaleup,Remote,"22,000€ - 28,000€",Estimated,10,Madrid (Remote),No,• 100% remote option,"• 3D/interior design role
• Freelance model without engineering focus
• Detailed job description missing","Though remote, this role centers on virtual home staging and 3D visual design rather than software engineering. It holds zero technical alignment with Java/Spring Boot.",N/A,1 week ago,2026-08-11T20:05:08.171Z
0,REJECT,Fotógrafo/a Freelance - Huesca,idealista,Scaleup,Onsite,"20,000€ - 25,000€",Estimated,5,Madrid (On-site),No,• Freelance flexibility,"• Photography role with physical travel in Huesca
• Non-technical position
• Detailed job description missing","This offer is for local real estate photography in Huesca, completely distinct from IT backend development. It does not match the candidate's preferences or skills.",N/A,1 week ago,2026-08-11T20:05:08.171Z
0,REJECT,Creative Designer (français natif/bilingue),idealista,Scaleup,Hybrid,"28,000€ - 35,000€",Estimated,10,Madrid (Hybrid),No,• Creative role in product design team,"• Design focus rather than backend engineering
• Requires native French
• Detailed job description missing","This position focuses on creative/graphic design and requires French language fluency, which does not match a Java backend engineer. It holds no career relevance.",N/A,1 week ago,2026-08-11T20:05:08.171Z
0,REJECT,Gestor Hipotecario – Madrid,idealista,Scaleup,Hybrid,"24,000€ - 30,000€",Estimated,10,Madrid (Hybrid),No,• Hybrid work option,"• Mortgage management sales/operations position
• No software development tasks
• Detailed job description missing","This is a mortgage management operations role within real estate services, irrelevant to tech and software engineering. It should be filtered out immediately.",N/A,1 week ago,2026-08-11T20:05:08.171Z
